,blue_win,TOP_T1,JG_T1,MID_T1,ADC_T1,SUP_T1,TOP_T2,JG_T2,MID_T2,ADC_T2,SUP_T2
7274,1,Garen,Riven,Yasuo,Cassiopeia,Leona,Darius,Zac,Fizz,Vayne,Blitzcrank
7275,0,Mordekaiser,Warwick,Cassiopeia,Caitlyn,Pantheon,Irelia,Ekko,Yone,Ezreal,Senna
7276,0,Akali,Nunu  Willump,Lux,Ezreal,Sett,Nasus,Lee Sin,Vladimir,Ashe,Rakan
7277,1,Akali,Xin Zhao,Kassadin,Caitlyn,Pantheon,Maokai,Evelynn,Twisted Fate,Jinx,Senna
7278,1,Garen,Kayn,Malphite,Ashe,Swain,Urgot,Fiddlesticks,Talon,Caitlyn,Shaco
7279,0,Malphite,Nunu  Willump,Illaoi,Jhin,Sona,Camille,Kayn,Akali,KaiSa,Sett
7280,1,Yasuo,Master Yi,Ekko,Ashe,Pyke,Sylas,Nidalee,Akali,Miss Fortune,Thresh
7281,0,Camille,Nunu  Willump,Yasuo,KaiSa,Pyke,Zac,Hecarim,Garen,Caitlyn,Swain
7282,0,Dr,Kayn,Irelia,Ezreal,Lulu,Yorick,Elise,LeBlanc,Caitlyn,Brand
7283,0,Mordekaiser,Hecarim,Pantheon,Ashe,Morgana,Camille,Ekko,Yasuo,Twitch,Blitzcrank
7284,0,Irelia,Sylas,Pyke,Caitlyn,Maokai,Mordekaiser,Warwick,Viktor,Ezreal,Thresh
7285,1,Aatrox,Udyr,Akali,Caitlyn,Morgana,Camille,Ekko,Corki,Jinx,Lux
7286,1,Dr,Jax,Vladimir,Jhin,Lulu,Renekton,Wukong,Qiyana,Caitlyn,VelKoz
7287,0,Illaoi,Shyvana,Yone,Caitlyn,Swain,Rengar,Lee Sin,LeBlanc,Ezreal,Xerath
7288,0,Teemo,Fiddlesticks,Fizz,Vayne,Nautilus,Malphite,Ekko,Pantheon,Jhin,Zac
7289,0,Malphite,Evelynn,Vladimir,Senna,Xerath,Teemo,Shyvana,Fizz,Ashe,Nautilus
7290,1,Teemo,Tryndamere,Akali,Senna,Xerath,Heimerdinger,Olaf,Vladimir,Ezreal,Pantheon
7291,0,Teemo,Nunu  Willump,Qiyana,Xayah,Senna,Dr,Sylas,Kassadin,Ashe,Zyra
7292,0,Maokai,Ekko,Zed,Aphelios,Leona,Fiora,Master Yi,Lux,Ezreal,Pyke
7293,0,Lucian,Jarvan IV,Qiyana,Caitlyn,Blitzcrank,Fiora,Shyvana,Malzahar,Senna,Morgana
7294,1,Malphite,Sejuani,Malzahar,Jinx,Kled,Garen,Ekko,Lucian,Caitlyn,Pantheon
7295,1,Irelia,Volibear,Yasuo,Miss Fortune,Malphite,Kayle,Jax,Orianna,Vayne,Veigar
7296,0,Fiora,Ekko,Irelia,Ashe,Pyke,Teemo,Evelynn,Ryze,Lucian,LeBlanc
7297,1,Gangplank,Nidalee,Sylas,Xayah,Lux,Renekton,Kayn,Morgana,Senna,Leona
7298,0,Teemo,Malphite,Yasuo,Ziggs,Xerath,Aatrox,Kayn,Pantheon,Master Yi,Taric
7299,1,Sett,Malphite,Yone,Ashe,Pyke,Garen,Sylas,Lucian,Caitlyn,Lux
7300,1,Sett,Jax,Kassadin,Ezreal,Yuumi,Renekton,Rammus,Akali,KaiSa,Pantheon
7301,0,Irelia,Teemo,Akali,KaiSa,Blitzcrank,Ornn,Kayn,Ekko,Veigar,Galio
7302,1,Yone,Kayn,Zed,Yasuo,Karma,Sett,Xin Zhao,Renekton,Ezreal,Pyke
7303,1,Garen,Zac,Pantheon,Ezreal,Sett,Illaoi,Rammus,Yasuo,Caitlyn,Nautilus
7304,0,Vayne,Master Yi,Garen,Tristana,Fiddlesticks,Teemo,Nunu  Willump,Pantheon,Lucian,Lux
7305,1,Quinn,Skarner,Yasuo,KaiSa,Lux,Syndra,Warwick,Renekton,Lucian,Leona
7306,1,Jax,Yone,Lux,Ezreal,Sona,Teemo,Master Yi,Illaoi,Jhin,Anivia
7307,0,Garen,Ekko,Twisted Fate,KogMaw,Pantheon,Kennen,Lee Sin,Ahri,Lucian,Maokai
7308,0,Nasus,Nunu  Willump,Zed,Kalista,Neeko,Vayne,Warwick,Irelia,Ashe,Lux
7309,0,Garen,Zac,Zoe,Yasuo,Pyke,Gnar,Master Yi,Ahri,Aphelios,Morgana
7310,0,Quinn,Shaco,Ryze,Ezreal,Xerath,Wukong,Master Yi,Cassiopeia,Jhin,Blitzcrank
7311,1,Ornn,Master Yi,Talon,Ashe,Blitzcrank,Akali,Zac,Jayce,Ezreal,Lux
7312,0,Aatrox,Leona,Akali,Caitlyn,Hecarim,Vayne,Master Yi,Taric,Miss Fortune,Kayn
7313,1,Riven,Warwick,Katarina,Ezreal,Brand,Garen,Karthus,Qiyana,Jhin,Thresh
7314,0,Camille,Sett,Sylas,Varus,Swain,Vi,Amumu,LeBlanc,Ashe,Pantheon
7315,1,Yone,Sylas,Vladimir,Caitlyn,Lux,Mordekaiser,Jarvan IV,Nidalee,Ezreal,Pyke
7316,1,Teemo,Sejuani,Yone,Ezreal,Pyke,Aatrox,Wukong,Illaoi,KaiSa,Veigar
7317,0,Kennen,Nocturne,Ahri,Ezreal,Neeko,Malphite,Master Yi,Ekko,Quinn,Yuumi
7318,0,Irelia,Lee Sin,Tristana,Senna,Xerath,Lucian,Karthus,Pyke,Miss Fortune,Morgana
7319,1,Alistar,Zac,Yone,Aphelios,Galio,Mordekaiser,Lee Sin,Katarina,KaiSa,Lux
7320,0,Skarner,Shyvana,Vladimir,Caitlyn,Nami,Fiora,Kindred,Brand,Ezreal,Swain
7321,0,Ornn,Nunu  Willump,Twisted Fate,Ashe,Thresh,Garen,Graves,Vladimir,Caitlyn,Senna
7322,1,Renekton,Evelynn,Yone,Ashe,Rakan,Darius,Shaco,Ahri,Caitlyn,Thresh
7323,0,Akali,Warwick,Galio,Jhin,Zac,Renekton,Nocturne,LeBlanc,Jinx,Kled
7324,0,Akali,Kayn,Talon,Jinx,Swain,Kalista,Ivern,Yasuo,Ziggs,Xerath
7325,0,Camille,RekSai,Xerath,Ezreal,Pyke,Kayn,Sejuani,Annie,Caitlyn,VelKoz
7326,1,Mordekaiser,Hecarim,Yone,Ezreal,Leona,Akali,Lillia,Irelia,Caitlyn,Thresh
7327,1,Rengar,Sylas,Hecarim,Yasuo,Pyke,Renekton,Lee Sin,Akali,KaiSa,Yuumi
7328,0,Illaoi,Nunu  Willump,Ezreal,KaiSa,Senna,Shen,Nidalee,Yasuo,Lucian,Malphite
7329,1,Aatrox,Shyvana,Malzahar,Caitlyn,Leona,Illaoi,Fiddlesticks,Lucian,Ezreal,Taric
7330,1,Tahm Kench,Zac,Dr,Caitlyn,Lux,Ornn,Shyvana,Twisted Fate,Ashe,Nautilus
7331,0,Sylas,Jax,Renekton,KaiSa,Yuumi,Tryndamere,Master Yi,Twisted Fate,Ezreal,Teemo
7332,1,Irelia,Volibear,Ahri,Senna,Blitzcrank,Mordekaiser,Kindred,Akali,Sivir,Swain
7333,0,Gnar,Shyvana,Vladimir,Yasuo,Pyke,Darius,Ekko,Ahri,Lucian,Blitzcrank
7334,1,Irelia,Lee Sin,LeBlanc,Yone,Thresh,Garen,Amumu,Akali,Jhin,Soraka
7335,1,Irelia,Zac,Sylas,Lucian,Nautilus,Tryndamere,Trundle,Zoe,Ezreal,Yuumi
7336,0,Mordekaiser,Lee Sin,Twisted Fate,Ezreal,Kled,Darius,Master Yi,Azir,Miss Fortune,Blitzcrank
7337,0,Fiora,Hecarim,Yone,Lucian,Pantheon,Rengar,Graves,Akali,Miss Fortune,Yuumi
7338,0,Irelia,Shyvana,Zed,Ashe,Pyke,Nasus,Lee Sin,Fizz,Ezreal,Morgana
7339,0,Malphite,Lee Sin,Talon,Ashe,Morgana,Sylas,Ekko,Zed,Kalista,Blitzcrank
7340,1,Azir,Ekko,Irelia,Jinx,Lulu,Garen,Sett,Yasuo,KaiSa,Thresh
7341,1,Ornn,Amumu,Zed,Caitlyn,Blitzcrank,Illaoi,Kayn,Sylas,Miss Fortune,Nautilus
7342,1,Sett,Malphite,Lux,Caitlyn,Pantheon,Olaf,Kayn,Jax,Ziggs,Xerath
7343,1,Yasuo,Shyvana,Ekko,Ezreal,Senna,Kennen,Zac,Dr,Jhin,Morgana
7344,1,Jayce,Yone,Zed,Xerath,Annie,Illaoi,Hecarim,Malzahar,Senna,Sona
7345,1,Pantheon,KhaZix,Veigar,Ezreal,Morgana,Mordekaiser,Nidalee,Twisted Fate,Yasuo,Malphite
7346,0,Wukong,Kayn,Galio,Yasuo,Pyke,Camille,Shyvana,Rumble,Jhin,Morgana
7347,1,Garen,KhaZix,Orianna,Caitlyn,Thresh,Akali,Zac,Pyke,Ezreal,Nautilus
7348,1,Maokai,Lee Sin,Galio,Caitlyn,Nautilus,Sylas,Ivern,LeBlanc,Jinx,Thresh
7349,1,Tahm Kench,Ekko,Zed,Lucian,Morgana,Vladimir,Master Yi,Pantheon,Vayne,Pyke
7350,1,Akali,Ekko,Zed,Vayne,Yuumi,Yone,Lee Sin,Twisted Fate,Ashe,Lissandra
7351,1,Urgot,Nocturne,Renekton,Jhin,Pantheon,Vladimir,Lee Sin,Yone,Ezreal,Pyke
7352,0,Xin Zhao,Zac,Galio,Xayah,Rakan,Tristana,Nidalee,Zed,Annie,Karma
7353,0,Darius,Graves,Zed,Miss Fortune,Karma,Yone,Master Yi,LeBlanc,Caitlyn,Soraka
7354,0,Shen,Trundle,Yone,Caitlyn,Olaf,Mordekaiser,Fiddlesticks,LeBlanc,Yasuo,Malphite
7355,0,Irelia,Shyvana,Jayce,Corki,Ashe,Darius,Lee Sin,Sylas,Ezreal,Sett
7356,1,Garen,Jax,LeBlanc,Cassiopeia,Alistar,Yasuo,Ekko,Sylas,Ashe,Malphite
7357,1,Vladimir,Lee Sin,Ornn,Varus,Leona,Renekton,Shaco,Sylas,Ashe,Nautilus
7358,0,Garen,Amumu,Viktor,Caitlyn,Lux,Volibear,Jax,Yasuo,Lucian,Senna
7359,0,Renekton,Lee Sin,Tristana,KaiSa,Alistar,Kayle,Sylas,Kassadin,Lucian,Lux
7360,1,Irelia,Lee Sin,Neeko,Xayah,Miss Fortune,Akali,Ekko,Pyke,Jhin,Swain
7361,1,Ornn,Ekko,Jayce,Ezreal,Miss Fortune,Mordekaiser,Vi,Cassiopeia,Jhin,Leona
7362,1,Sion,Zac,Zed,Jinx,Orianna,Malphite,Ekko,Ryze,Lucian,Blitzcrank
7363,0,Renekton,Evelynn,Katarina,Aphelios,Nautilus,Sylas,Graves,Pantheon,KaiSa,Senna
7364,1,Malphite,Jarvan IV,Diana,Kalista,Lux,Renekton,Master Yi,Twisted Fate,Ashe,Anivia
7365,1,Fiora,Volibear,Lucian,Caitlyn,Morgana,Mordekaiser,Lillia,Akali,Ezreal,Thresh
7366,1,Darius,Ekko,Fizz,Tristana,Lulu,Ornn,Master Yi,Yasuo,Vayne,Maokai
7367,0,Wukong,Ekko,Yasuo,Caitlyn,Alistar,Yorick,Shyvana,Akali,Ezreal,Blitzcrank
7368,0,Nasus,Jinx,Lucian,Warwick,Vayne,Irelia,Nocturne,Yasuo,Ezreal,Pyke
7369,0,Yasuo,Kayn,Galio,Mordekaiser,Brand,Riven,Lee Sin,Akali,Lucian,Pyke
7370,1,Maokai,Jarvan IV,Zoe,Aphelios,Zyra,Garen,Sylas,Nocturne,Kalista,Lux
7371,1,Mordekaiser,Wukong,Diana,Ezreal,Yuumi,Darius,Hecarim,Sylas,Ziggs,Senna
7372,1,Garen,Fiddlesticks,Zed,Ashe,Blitzcrank,Mordekaiser,Udyr,Pyke,Ezreal,Malphite
7373,1,Nasus,Lee Sin,LeBlanc,Ezreal,Brand,Irelia,Volibear,Sylas,Jhin,Nautilus
7374,1,Gnar,Shyvana,Zoe,Ashe,Kled,Illaoi,Ekko,Akali,Xayah,Shen
7375,1,Ornn,Ekko,Zed,Vayne,Lux,Jax,Karthus,Ahri,Lucian,Thresh
7376,0,Mordekaiser,Jax,Ahri,Caitlyn,Nautilus,Zac,Shaco,Zed,Ezreal,Lulu
7377,1,Renekton,Ekko,Zilean,Ashe,Lux,Kayle,Rammus,Akali,Quinn,Blitzcrank
7378,0,Malphite,Evelynn,LeBlanc,Ashe,Xerath,Yone,Quinn,Akali,Lucian,Leona
7379,1,Kayle,Zac,Galio,Caitlyn,Morgana,Renekton,Hecarim,Talon,Ezreal,Brand
7380,1,Heimerdinger,Warwick,Yone,Vayne,Thresh,Ornn,Master Yi,Zed,Ezreal,Blitzcrank
7381,0,Garen,Lee Sin,Volibear,Lucian,Pyke,Akali,Udyr,Ahri,Ezreal,Lux
7382,1,Ornn,Lee Sin,Zed,Kalista,Lux,Kennen,Volibear,Neeko,KaiSa,Morgana
7383,1,Tristana,Ekko,Sylas,Jhin,Karma,Singed,Sett,Lux,Jinx,Thresh
7384,0,Maokai,Kindred,Ahri,Aphelios,Pyke,Irelia,Warwick,Kassadin,Ezreal,Lux
7385,1,Mordekaiser,Jax,Sylas,KaiSa,Blitzcrank,Shen,Pantheon,Pyke,Ezreal,Zac
7386,1,Aatrox,Master Yi,Pantheon,Jinx,Morgana,Darius,Kayn,Quinn,Miss Fortune,Zyra
7387,1,Zed,Lee Sin,Vladimir,Ziggs,Pyke,Brand,Vi,Lucian,Yasuo,Alistar
7388,0,Nunu  Willump,Hecarim,Akali,Varus,Lux,Kayle,Ekko,Sylas,Ezreal,Shaco
7389,1,Sett,Xin Zhao,Talon,Miss Fortune,Xerath,Kled,Volibear,Pantheon,Kalista,Maokai
7390,1,Garen,Vi,Sylas,Caitlyn,Thresh,Sett,Hecarim,Twisted Fate,Ezreal,Pyke
7391,1,Gangplank,Vi,Yone,KaiSa,Lux,Lucian,Nidalee,Pantheon,Miss Fortune,Pyke
7392,1,Nocturne,Lee Sin,Sylas,Jhin,Shaco,Garen,Warwick,Malphite,Caitlyn,Nautilus
7393,1,Wukong,Nocturne,Akali,Vayne,Singed,Teemo,Sejuani,Ryze,Ashe,Yuumi
7394,1,Kayle,Jarvan IV,Yasuo,Caitlyn,Veigar,Rengar,Graves,Fizz,Ezreal,Yuumi
7395,1,Aatrox,Ekko,Galio,Lucian,Shaco,Heimerdinger,Lillia,Talon,KogMaw,Lux
7396,1,Fiora,Nocturne,Talon,Lucian,Nautilus,Zac,Evelynn,Zoe,Ezreal,Morgana
7397,1,Nautilus,KhaZix,Zed,Ashe,Morgana,Ornn,Olaf,Vladimir,Yasuo,Yone
7398,1,ChoGath,Sett,Zed,KaiSa,Morgana,Garen,Master Yi,Annie,Caitlyn,Rengar
7399,1,Mordekaiser,Nunu  Willump,Zed,Lucian,Alistar,Garen,Karthus,Yone,Sivir,Leona
7400,1,Poppy,Warwick,Yasuo,Ashe,Malphite,Yorick,Sylas,Renekton,Tristana,Xerath
7401,0,Garen,Amumu,Akali,Ezreal,Soraka,Tryndamere,Kayn,Aurelion Sol,Lucian,Blitzcrank
7402,1,Fiora,Kindred,Yone,Ezreal,Zilean,Zac,Shyvana,Pyke,Caitlyn,Brand
7403,1,Irelia,Nunu  Willump,Ekko,Lucian,Leona,Lux,Master Yi,Zed,Ashe,Swain
7404,0,Teemo,Yone,Akali,Lucian,Malphite,Wukong,Elise,Irelia,Caitlyn,Senna
7405,1,Garen,Nunu  Willump,Yasuo,Caitlyn,Soraka,Nasus,Lee Sin,Yone,Ezreal,Ahri
7406,0,Kayn,Jarvan IV,Malphite,Miss Fortune,Nautilus,Ornn,Sejuani,Yasuo,Aphelios,Blitzcrank
7407,0,Volibear,Sett,Yasuo,Ashe,Yuumi,Jax,Amumu,Sylas,Lux,Pyke
7408,0,ChoGath,Master Yi,Yasuo,Aphelios,Yuumi,Zac,Lillia,Sylas,Ashe,Nautilus
7409,1,Tryndamere,RekSai,Sett,Vayne,Maokai,Camille,Lee Sin,Akali,Senna,Pyke
7410,1,Sett,Shyvana,Irelia,Jhin,Swain,Mordekaiser,Jarvan IV,Vladimir,Ashe,Senna
7411,0,Camille,Fiddlesticks,Jax,Yone,Lux,Darius,Elise,Katarina,Senna,Annie
7412,0,Ornn,Nocturne,Akali,Ashe,Xerath,Nasus,Sylas,Yasuo,KaiSa,Sett
7413,1,Akali,Sylas,Aatrox,Vayne,Zyra,Vladimir,Jarvan IV,Zoe,Kalista,Thresh
7414,1,Yasuo,Graves,Ryze,Tristana,Yuumi,Mordekaiser,Kayn,Nocturne,Miss Fortune,Pyke
7415,0,Malphite,Lee Sin,Ekko,Lucian,Bard,Renekton,Elise,Yone,Jhin,Swain
7416,1,Garen,Hecarim,Zed,KaiSa,Malphite,Ornn,Nidalee,Sylas,Caitlyn,Lux
7417,1,Akali,Master Yi,Fizz,Yasuo,Alistar,Jayce,Sylas,Vladimir,Lucian,Malphite
7418,1,Mordekaiser,Udyr,Yone,Caitlyn,Rammus,Renekton,Lillia,Annie,Ezreal,Blitzcrank
7419,0,Irelia,Warwick,Xin Zhao,Ashe,Pantheon,Darius,Rammus,Akali,Jhin,Lux
7420,0,Sett,Jax,Irelia,Jinx,Zac,Yorick,Kayn,LeBlanc,Ezreal,Lux
7421,0,Akali,Karthus,Ezreal,Miss Fortune,Senna,Darius,Master Yi,Twisted Fate,Lucian,Shaco
7422,1,Garen,Malphite,Lissandra,Ashe,Yuumi,Darius,Master Yi,Talon,Caitlyn,Senna
7423,0,Akali,Jarvan IV,Renekton,Aphelios,Lux,Aatrox,Vi,Lucian,Ezreal,Xerath
7424,0,Nasus,Lillia,Talon,Ezreal,Lux,Ornn,Master Yi,Yone,Caitlyn,Sona
7425,0,Teemo,Skarner,Orianna,Ashe,Blitzcrank,Ornn,Master Yi,Ahri,Yone,Pyke
7426,0,Malphite,Ekko,Zed,Ezreal,Zyra,Ornn,Lee Sin,Yone,Jhin,Veigar
7427,1,Irelia,Ekko,Anivia,Jhin,Xerath,Lucian,Kayn,Galio,Vayne,Morgana
7428,1,Lillia,KhaZix,Yone,Ezreal,Morgana,Riven,Lee Sin,Fizz,Lucian,Thresh
7429,1,Garen,Master Yi,Ekko,Lucian,Thresh,Pantheon,Lee Sin,Zed,Caitlyn,Morgana
7430,0,Ornn,Evelynn,Swain,Ashe,Malphite,Jax,Lillia,Orianna,Jhin,Thresh
7431,1,Darius,Sylas,Galio,Ezreal,Tahm Kench,Akali,Vi,Azir,Ashe,Pyke
7432,1,Maokai,Lillia,Zed,KaiSa,Rakan,Irelia,Rammus,Orianna,Miss Fortune,Blitzcrank
7433,0,Jax,Evelynn,Yone,Vayne,Senna,Renekton,Kayn,Zed,Ezreal,Soraka
7434,1,Ryze,Gragas,Yasuo,Miss Fortune,Malphite,Illaoi,Ekko,Zed,Ashe,Sett
7435,0,Lucian,Master Yi,Ryze,Caitlyn,Lux,Garen,KhaZix,Brand,Ashe,Yuumi
7436,0,Malphite,Hecarim,Cassiopeia,Senna,Lux,Garen,Kindred,Akali,Jhin,Swain
7437,0,Ornn,Nunu  Willump,Fizz,Miss Fortune,Pantheon,Aatrox,Shyvana,Ekko,Ashe,Maokai
7438,0,Xin Zhao,ChoGath,Talon,Caitlyn,Sett,Renekton,Shyvana,Sylas,Jinx,Senna
7439,1,Kayle,Zac,Veigar,Lucian,Yuumi,Darius,Master Yi,Xerath,KaiSa,Morgana
7440,1,Mordekaiser,Lee Sin,Nocturne,Ezreal,Nami,Lucian,Lillia,Irelia,KaiSa,Nautilus
7441,1,Fiora,Sylas,Aurelion Sol,Ezreal,Aatrox,Ornn,Zac,Irelia,Cassiopeia,Swain
7442,0,Ornn,Nidalee,Katarina,Ezreal,Pantheon,Vladimir,Warwick,Yasuo,Caitlyn,Soraka
7443,1,Quinn,Rammus,Lissandra,Caitlyn,Thresh,Akali,Jarvan IV,Zed,Tristana,Zyra
7444,1,Gnar,Hecarim,Orianna,Caitlyn,ChoGath,Riven,Ekko,Fiddlesticks,Ashe,Sona
7445,0,Darius,Lee Sin,Cassiopeia,Sivir,Morgana,Heimerdinger,Ekko,Nocturne,Caitlyn,Senna
7446,1,Illaoi,Volibear,Sylas,Caitlyn,Morgana,Mordekaiser,Nocturne,Ahri,Ezreal,Blitzcrank
7447,0,Malphite,Zac,Ornn,Ashe,Xerath,Camille,Ekko,Yone,KaiSa,Nautilus
7448,0,Garen,Rammus,Wukong,Ezreal,Xerath,Zac,Volibear,Fizz,Jinx,Veigar
7449,0,Ryze,Trundle,Diana,Caitlyn,Soraka,Sion,Nunu  Willump,Zed,Varus,Morgana
7450,0,Camille,Zac,Zoe,Ashe,Lux,Kayle,Malphite,Yasuo,Aphelios,VelKoz
7451,0,Mordekaiser,Karthus,Zed,Lucian,Lux,Vladimir,Xin Zhao,Diana,Miss Fortune,Pyke
7452,0,Camille,Shaco,Zed,Sivir,Nautilus,Ornn,Volibear,Graves,Caitlyn,Lux
7453,0,Garen,Lillia,Ekko,Ezreal,Karma,Hecarim,Lee Sin,Xerath,Ashe,Pantheon
7454,1,Dr,Xin Zhao,Yasuo,Jhin,Pyke,Camille,Skarner,Katarina,Varus,Thresh
7455,1,Nasus,Evelynn,Nocturne,KaiSa,Malphite,Darius,Master Yi,Orianna,Tristana,Pyke
7456,0,Gangplank,Gragas,Fizz,Senna,Thresh,Shen,Ekko,Sylas,Jhin,Pantheon
7457,0,Shen,Elise,Ahri,KaiSa,Lulu,Vladimir,Nocturne,Orianna,Caitlyn,Lux
7458,0,Olaf,Lillia,Akali,Jhin,Lux,Mordekaiser,Ekko,Ahri,Caitlyn,Thresh
7459,0,Darius,Nocturne,Irelia,Xerath,Brand,Camille,Nidalee,Yasuo,Zoe,Kennen
7460,1,Teemo,Nunu  Willump,Akali,Jhin,Sett,Garen,Nocturne,Katarina,Ashe,Lux
7461,0,Renekton,Master Yi,Yasuo,Varus,Sett,Darius,Lee Sin,Zed,Xayah,Ziggs
7462,0,Jayce,Shyvana,Yasuo,Ezreal,Leona,Mordekaiser,Nunu  Willump,Sylas,Ashe,Veigar
7463,0,Volibear,Twitch,Ryze,Ashe,Leona,Renekton,Hecarim,Veigar,Lucian,Soraka
7464,0,Fiora,Warwick,Kassadin,KaiSa,Thresh,Udyr,Volibear,Twisted Fate,Vayne,Lulu
7465,0,Nasus,Nocturne,LeBlanc,Yasuo,Yuumi,Quinn,Ekko,Zed,Lucian,Nautilus
7466,0,Kayle,Zac,Yasuo,Ashe,Sona,Renekton,Master Yi,Ryze,Tristana,Lux
7467,0,Master Yi,Shaco,Yone,Ezreal,Sett,Fiora,Jax,Syndra,Caitlyn,Leona
7468,0,Dr,Amumu,Swain,Vayne,Xerath,Yone,Nunu  Willump,Lucian,Caitlyn,VelKoz
7469,0,Vladimir,Sett,Galio,Ashe,Morgana,Lux,Jarvan IV,Viktor,Tristana,Zyra
7470,0,Zac,Lee Sin,Annie,Caitlyn,Shaco,Vayne,Kayn,Lux,Jinx,Zyra
7471,0,Yone,Jax,Akali,Ashe,Lux,Olaf,RekSai,Sylas,Ezreal,Blitzcrank
7472,0,Ornn,Lee Sin,Yone,Jhin,Lux,Irelia,Rammus,Zoe,Aphelios,Nautilus
7473,1,Nasus,Shyvana,Malzahar,Ezreal,Blitzcrank,Akali,Zac,Lucian,Caitlyn,Singed
7474,1,Volibear,Vi,Lux,Lucian,Yuumi,Darius,Kayn,Akali,Caitlyn,Soraka
7475,0,Mordekaiser,Amumu,Yasuo,Caitlyn,Nautilus,Garen,Shyvana,Jhin,Miss Fortune,Zilean
7476,1,Illaoi,Xin Zhao,Annie,Jinx,Sona,Akali,Master Yi,Renekton,Senna,Veigar
7477,0,Nocturne,Amumu,Vladimir,Ezreal,Senna,Yasuo,Sett,Ekko,Tristana,Leona
7478,0,Camille,Fiddlesticks,Malzahar,Ashe,Lux,Darius,Volibear,Yone,Ezreal,Leona
7479,0,Zac,Nunu  Willump,Yasuo,Ezreal,Shen,Nasus,Ekko,Zoe,Caitlyn,Leona
7480,0,Yone,Vi,Irelia,Ashe,Morgana,Darius,Gragas,Yasuo,Jhin,Lux
7481,0,Ornn,Nunu  Willump,Ahri,Vayne,Maokai,Garen,Lee Sin,Akali,Tristana,Braum
7482,1,Shyvana,Kayn,Yasuo,Caitlyn,Maokai,Darius,Master Yi,Zed,Twitch,Nautilus
7483,1,Akali,Master Yi,Zoe,Vayne,Pyke,Malphite,Nunu  Willump,Ahri,Ezreal,Lux
7484,0,Master Yi,Zac,Xerath,KaiSa,Thresh,Akali,Nidalee,Nocturne,Ezreal,Shaco
7485,0,Renekton,Lillia,Zed,Jinx,Lux,Olaf,Kayn,Yone,Caitlyn,Morgana
7486,1,Akali,Ekko,Yasuo,Miss Fortune,Senna,Irelia,Shyvana,Qiyana,Ashe,Nami
7487,1,Twisted Fate,Sylas,Fizz,Caitlyn,Nautilus,Malphite,Graves,Viktor,Lucian,Gragas
7488,1,Darius,Kayn,Ahri,Jinx,Yuumi,Aatrox,Karthus,Akali,Tristana,Tahm Kench
7489,1,Singed,Teemo,Zed,Lucian,Maokai,Akali,Kayn,Ekko,Vayne,Thresh
7490,0,Singed,Ekko,Akali,Aphelios,Maokai,Yorick,Twitch,Kassadin,Ezreal,Leona
7491,0,Fiora,Olaf,Rumble,Ezreal,Sona,Kennen,Master Yi,Talon,Yasuo,Veigar
7492,0,Fiora,Ekko,Akali,KaiSa,Pyke,Aatrox,Malphite,Sylas,Vayne,Nautilus
7493,1,Akali,Jayce,Talon,Vayne,Leona,Irelia,Volibear,Darius,Lucian,Senna
7494,1,Vayne,Lee Sin,Ryze,Kalista,Brand,Darius,Rammus,Qiyana,Veigar,Lissandra
7495,0,Ekko,Graves,Fizz,Ezreal,Lux,Jayce,Nunu  Willump,LeBlanc,Jhin,Yuumi
7496,0,Mordekaiser,Elise,Pantheon,Aphelios,Lux,Akali,Graves,Ahri,Lucian,Morgana
7497,0,Fiora,KhaZix,Sylas,Ashe,Morgana,Camille,Nunu  Willump,Twisted Fate,Caitlyn,Senna
7498,1,Sett,Elise,Jayce,Kalista,Veigar,Ekko,Nunu  Willump,Qiyana,Lux,Annie
7499,1,Darius,Shaco,Nocturne,Senna,Leona,Vayne,Sejuani,Sylas,KaiSa,Sett
7500,1,Darius,Lillia,Ekko,KaiSa,Senna,Irelia,Lee Sin,Talon,Jhin,Lux
7501,1,Fiora,Lee Sin,Galio,Ashe,Pyke,Mordekaiser,Garen,Sett,Jinx,Urgot
7502,0,Vladimir,Evelynn,Veigar,Tristana,Blitzcrank,Ornn,Lillia,Galio,Senna,Tahm Kench
7503,1,Kayle,Evelynn,Vayne,Ezreal,Morgana,Riven,Shyvana,Wukong,Ashe,Thresh
7504,0,Renekton,KhaZix,Akali,Lucian,Leona,Garen,Volibear,Orianna,KaiSa,Tahm Kench
7505,0,Vayne,Ekko,Corki,Ziggs,Pyke,Malphite,Graves,Katarina,Jinx,Blitzcrank
7506,1,Quinn,Jarvan IV,Ryze,Tristana,Sett,Darius,Volibear,Yasuo,Jinx,Nautilus
7507,0,Shen,Lee Sin,Talon,KaiSa,Thresh,Kayle,Nidalee,Akali,Yone,Yuumi
7508,1,Darius,Amumu,Annie,Caitlyn,Xerath,Aatrox,Evelynn,Zed,Ezreal,Alistar
7509,1,Mordekaiser,Master Yi,Neeko,Ezreal,Brand,Maokai,Graves,Jayce,Yasuo,Pyke
7510,1,Tahm Kench,Master Yi,Zed,Jinx,Thresh,Illaoi,Shyvana,Vladimir,Ashe,Blitzcrank
7511,1,Shen,Lee Sin,Yone,Caitlyn,Volibear,Swain,Evelynn,Lucian,Ezreal,Senna
7512,1,Mordekaiser,Ekko,Brand,Ashe,Blitzcrank,Vayne,Master Yi,Yone,Caitlyn,Thresh
7513,1,Zac,Lee Sin,Ekko,Lucian,Pantheon,Garen,Nidalee,Galio,Varus,Pyke
